gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig,gene_type,m6A_ESC_mm,m6A_ESC_mm_num,m6A_ESC_mm_bin
ESX1,45.44702736210602,2.1941059976282853,0.4878359040898322,4.497631230571035,6.871474796905731e-06,3.814979197231719e-05,up,protein_coding,non-m6A,0,0 m6A
NMT2,2419.0665788142114,0.4025040618785421,0.0894935911377215,4.497574147618341,6.873319382191374e-06,3.814979197231719e-05,up,protein_coding,m6A,1,1 m6A
NUP205,2952.909690276797,0.3979599390893577,0.0884924278123535,4.49710725456899,6.888424409536467e-06,3.822135714106848e-05,up,protein_coding,m6A,3,2-4 m6A
GK,162.12820932954347,-1.0604986212596377,0.2358649865852993,-4.496210466050305,6.917526621579933e-06,3.837051672894338e-05,down,protein_coding,m6A,1,1 m6A
QK,5358.325191408945,-0.3604311028800538,0.0801819741279702,-4.4951637422247375,6.951643216940021e-06,3.854738574321184e-05,down,protein_coding,m6A,16,5+ m6A
CD248,36.287879443872,2.397629023111679,0.5333942359040528,4.495041119160061,6.955650470634483e-06,3.855723628429968e-05,up,protein_coding,non-m6A,0,0 m6A
HOXA3,28.33400452844804,-4.508853837803752,1.003213063244028,-4.494413004575269,6.976211575368525e-06,3.865881400085591e-05,down,protein_coding,non-m6A,0,0 m6A
HIVEP1,877.9746662083687,0.5240770733286461,0.1166368204171885,4.493238682725733,7.0148086228468605e-06,3.886024110169395e-05,up,protein_coding,m6A,9,5+ m6A
PSMB3,600.3590962077607,-0.6330052779510363,0.1408828426759195,-4.4931324917056985,7.018308910399048e-06,3.88671743695409e-05,down,protein_coding,m6A,1,1 m6A
AQR,4136.789549668538,-0.3132302137315436,0.0697219128570855,-4.492564832143891,7.037048558721151e-06,3.895847126487392e-05,down,protein_coding,m6A,3,2-4 m6A
DDHD1,907.6146525500108,0.4970461683962359,0.1106599040122914,4.491655517259684,7.0671667429856166e-06,3.911268331276446e-05,up,protein_coding,m6A,8,5+ m6A
LATS1,456.61815187260544,0.7799660295991618,0.1736771877112954,4.490895090354086,7.092448105238845e-06,3.9239436330187925e-05,up,protein_coding,m6A,9,5+ m6A
1700001L05RIK,351.9026243385958,-0.82957293377007,0.1847259636957318,-4.49083018528184,7.0946099590278445e-06,3.9239436330187925e-05,down,lncRNA,m6A,6,5+ m6A
ACLY,6470.68901168326,-0.3794809051684325,0.084544376680261,-4.488541048727511,7.1712607262192565e-06,3.965069430325452e-05,down,protein_coding,m6A,1,1 m6A
GNA13,3003.32081098608,0.4786436027141201,0.1067171152966383,4.485162491355289,7.2858389431265e-06,4.025845277909157e-05,up,protein_coding,m6A,15,5+ m6A
TIPARP,538.3363391611151,0.7232848303115778,0.1612659476254785,4.485043748921643,7.28989757387492e-06,4.026800564616623e-05,up,protein_coding,m6A,11,5+ m6A
HLTF,915.611708214893,0.6557815469423868,0.146236596699315,4.4843873677583925,7.31237179920239e-06,4.03792441461387e-05,up,protein_coding,m6A,3,2-4 m6A
NGEF,17.576495132513134,7.329486326686634,1.6346554595206164,4.483811119950683,7.332156895978787e-06,4.047556684448974e-05,up,protein_coding,m6A,2,2-4 m6A
CAMK2B,259.87916520489534,-0.9163633052919612,0.2044049200273695,-4.483078514789475,7.3573843421008895e-06,4.060186173974194e-05,down,protein_coding,m6A,6,5+ m6A
SBK1,634.0507277975984,-0.5969619068676653,0.1331623381715098,-4.482963539576729,7.361351070743702e-06,4.061078579851074e-05,down,protein_coding,m6A,5,5+ m6A
GM8994,203.17777762356096,2.223049174178219,0.4960184524119574,4.481787246761363,7.402051699240202e-06,4.08092700381715e-05,up,protein_coding,non-m6A,0,0 m6A
ZFP706,1817.848333705623,-0.4947410858541615,0.1104066231207323,-4.4810815861395366,7.426571268011454e-06,4.093139598096619e-05,down,protein_coding,m6A,1,1 m6A
2610021A01RIK,931.5385696765592,0.5010195538599868,0.1118366318008158,4.479923490116518,7.466980006925804e-06,4.114098898301104e-05,up,protein_coding,m6A,7,5+ m6A
SKIL,1721.5278291451934,0.4948385738679658,0.1104669930565203,4.4795151943239935,7.481276485589725e-06,4.120662293719975e-05,up,protein_coding,m6A,16,5+ m6A
PCDHGC3,562.1666856489537,-0.8669557336947644,0.1936172092153142,-4.477679113382201,7.545890997376464e-06,4.154927683932934e-05,down,protein_coding,non-m6A,0,0 m6A
SNORA30,22.196642972260435,3.3752699753707005,0.7538570015207333,4.477334519095622,7.558077123722949e-06,4.1592567710127576e-05,up,snoRNA,non-m6A,0,0 m6A
TTC34,18.08312360732886,4.557620141965548,1.0180717856828896,4.476717856303663,7.579931579609409e-06,4.169686105091312e-05,up,protein_coding,non-m6A,0,0 m6A
PET100,468.0655400176846,-0.9848358492009236,0.2201505511795593,-4.473465289658399,7.6962056081852e-06,4.232300914154407e-05,down,protein_coding,non-m6A,0,0 m6A
DNMT3A,848.968598759356,0.4755034982848805,0.1063026157628687,4.473111925539019,7.708940015490926e-06,4.2379554461751e-05,up,protein_coding,m6A,1,1 m6A
FOXP1,413.3845384856747,0.6435765067508735,0.143880317217217,4.472998942442294,7.71301590782209e-06,4.2388479157646105e-05,up,protein_coding,m6A,2,2-4 m6A
AHSG,32.96948218801722,-2.5941400406376998,0.5800634165218475,-4.472166261048793,7.74311870204746e-06,4.2540388953015984e-05,down,protein_coding,non-m6A,0,0 m6A
TTF1,800.601488451724,-0.5173429377631732,0.1156922950051363,-4.471714713068878,7.759489839335035e-06,4.260324726272768e-05,down,protein_coding,m6A,6,5+ m6A
CITED1,79.77710467003983,-2.410656831969839,0.5391044816017668,-4.471594865632329,7.763840532723172e-06,4.261359789380353e-05,down,protein_coding,non-m6A,0,0 m6A
INIP,467.6893156081359,-0.7140228796873982,0.1596821240138815,-4.471526691524509,7.76631642506648e-06,4.2613654949475886e-05,down,protein_coding,m6A,13,5+ m6A
TKT,4590.915747739434,-0.3780737700943271,0.0846405983906448,-4.466813530185471,7.939327378464567e-06,4.353532183038756e-05,down,protein_coding,non-m6A,0,0 m6A
JAM3,446.9275190390663,-0.7022210966022894,0.1572132066730126,-4.466680067552069,7.944279776925784e-06,4.354866212000801e-05,down,protein_coding,m6A,3,2-4 m6A
FBXL20,505.58136540681096,-0.6409322069922443,0.1436099448509377,-4.4630071243151725,8.08173648169745e-06,4.426005492701481e-05,down,protein_coding,m6A,3,2-4 m6A
PGLYRP1,118.51430787094012,-1.3977725847743625,0.3131902103383775,-4.463014930333162,8.081441951815797e-06,4.426005492701481e-05,down,protein_coding,non-m6A,0,0 m6A
ACTL6A,2199.034964965561,-0.3718806501025734,0.0833308354273665,-4.462701570137441,8.093273451467955e-06,4.430919807892688e-05,down,protein_coding,m6A,1,1 m6A
NPRL3,251.12322242586697,-0.8391162342300899,0.1880715240450351,-4.461686789059875,8.13170214740861e-06,4.449140231586274e-05,down,protein_coding,m6A,1,1 m6A
SCAF8,2038.417082062375,0.3940736492542609,0.0883588172180312,4.459924449665936,8.198854932090696e-06,4.4844622989321385e-05,up,protein_coding,m6A,15,5+ m6A
GM20008,259.35782054778394,-0.8698433642858994,0.1950388734786152,-4.459846125912289,8.201851676388075e-06,4.4846822010342136e-05,down,processed_pseudogene,m6A,13,5+ m6A
PRNP,185.20158433862227,-1.1309946407566738,0.2538484461276118,-4.455393200193602,8.373957511940122e-06,4.577339710195226e-05,down,protein_coding,m6A,2,2-4 m6A
STIM2,648.0529782205733,0.5431036632919285,0.1219323981820078,4.454137467888071,8.423112202007405e-06,4.6027528074453365e-05,up,protein_coding,m6A,7,5+ m6A
LUZP1,2456.632260768254,0.4089730893051367,0.0918257681368105,4.453794371704147,8.436590335606254e-06,4.607204655943712e-05,up,protein_coding,m6A,22,5+ m6A
SERF1,54.82760130106394,1.935027717621846,0.434504588908455,4.453411464497867,8.451656737791098e-06,4.613974575362645e-05,up,protein_coding,non-m6A,0,0 m6A
MYZAP,15.6271934723065,7.223962498618533,1.6224616000712708,4.452470553571931,8.48878844632623e-06,4.632782428364464e-05,up,protein_coding,non-m6A,0,0 m6A
CDYL2,770.4074978497507,-0.5368626887220815,0.1205895926080699,-4.451981942313604,8.508132247835296e-06,4.641873667032363e-05,down,protein_coding,m6A,8,5+ m6A
RHEBL1,196.9048894844412,0.8994286852653647,0.2020664717422948,4.451152521792183,8.541064956391689e-06,4.6583706754898696e-05,up,protein_coding,m6A,2,2-4 m6A
SLC23A2,612.1090846588819,-0.560430691430512,0.1259098154968732,-4.45104846845264,8.545205055695086e-06,4.6591584915657374e-05,down,protein_coding,m6A,3,2-4 m6A
CEBPB,38.65379369496976,2.189273505331892,0.4919016058556166,4.45063297064025,8.561756110852594e-06,4.6667105840421394e-05,up,protein_coding,m6A,1,1 m6A
TBC1D2B,336.34534478211344,0.7130178142025199,0.1602779584819899,4.448632993304814,8.641853347086762e-06,4.7088837721011226e-05,up,protein_coding,m6A,8,5+ m6A
PPP4R2,1533.6112958594786,0.3852864175472539,0.0866260509583452,4.447696891233348,8.679588928623377e-06,4.727955091154316e-05,up,protein_coding,m6A,4,2-4 m6A
GM37912,33.460997627215185,-3.103977647279616,0.6983199835142236,-4.444921698587468,8.792388464252664e-06,4.787890428990014e-05,down,lncRNA,non-m6A,0,0 m6A
PPAT,3402.999041008893,0.3315827781640001,0.0746405986853324,4.442391727883599,8.896440324958923e-06,4.843025970916221e-05,up,protein_coding,m6A,10,5+ m6A
REPS2,29.08233002755664,-3.231191437515448,0.7276219698260917,-4.440755737883688,8.964350155727141e-06,4.876922508391184e-05,down,protein_coding,non-m6A,0,0 m6A
N4BP2,2378.317843212161,0.3619486314140279,0.0815341501537709,4.439227375662881,9.028239668766638e-06,4.910135130112101e-05,up,protein_coding,m6A,24,5+ m6A
CCDC59,1004.2741514477158,0.6508534661765588,0.1466281709949945,4.438802324000734,9.046085115097444e-06,4.918293020740616e-05,up,protein_coding,m6A,7,5+ m6A
CARS,3591.212698325236,-0.4105270333211646,0.0924896047243053,-4.438628909106824,9.053375473741137e-06,4.9207088581176673e-05,down,protein_coding,m6A,2,2-4 m6A
SIPA1L3,1069.7341197644023,0.4477746766164757,0.1009236772535474,4.436765373615402,9.132073607067829e-06,4.961922672887783e-05,up,protein_coding,m6A,13,5+ m6A
DPYSL4,19.12621515872724,-6.994789222018997,1.5770611120827067,-4.435331749941828,9.193060724981657e-06,4.993490307057917e-05,down,protein_coding,non-m6A,0,0 m6A
H6PD,782.2670544525097,0.471558910613761,0.1063280535987907,4.434943504120762,9.20964375454042e-06,5.000926253643626e-05,up,protein_coding,m6A,8,5+ m6A
LPP,447.3487598271628,-0.6913913763587216,0.1559142635191128,-4.434433134938722,9.23148648651431e-06,5.011212702038736e-05,down,protein_coding,m6A,4,2-4 m6A
KIF20B,3091.836583923236,-0.3258223245012064,0.0734775094952162,-4.434313666039799,9.236606649580411e-06,5.0124178753955367e-05,down,protein_coding,m6A,4,2-4 m6A
CDS1,87.90117015517393,1.3650554954542975,0.3078557724234489,4.434074712026818,9.246855812509766e-06,5.01640476658565e-05,up,protein_coding,m6A,1,1 m6A
TRAF4,757.8288028821185,0.5177401623493812,0.1167770099545755,4.433579542332642,9.268129120490858e-06,5.0263678606389706e-05,up,protein_coding,m6A,5,5+ m6A
MCM4,4467.3151695187735,-0.4515433274170294,0.1018703512582403,-4.432529404678027,9.31339960821428e-06,5.049334969522447e-05,down,protein_coding,m6A,1,1 m6A
GM14292,144.39373298315658,1.1711527503698982,0.2642278438887199,4.432359334783549,9.320751016511754e-06,5.0517359852426826e-05,up,processed_pseudogene,non-m6A,0,0 m6A
ERC2,112.03227087744033,1.202543812745633,0.27141789878464,4.430598785601117,9.397178631053908e-06,5.091562240098299e-05,up,protein_coding,m6A,4,2-4 m6A
CDCA4,875.4067744061042,0.4915775096048002,0.1109664837954415,4.429963830438987,9.42488943553853e-06,5.1049761517971774e-05,up,protein_coding,m6A,15,5+ m6A
GABPA,3627.898911097532,0.3621209040536976,0.081764643953014,4.428820166596581,9.47499842826474e-06,5.130509800567912e-05,up,protein_coding,m6A,10,5+ m6A
BRIP1OS,366.5710922201927,-0.8164307700575333,0.1844034952972866,-4.427414831488536,9.53692096704055e-06,5.16080594847617e-05,down,lncRNA,m6A,12,5+ m6A
SEPT2,2322.7314442588186,1.3665222112443622,0.3087329076778554,4.4262279052877895,9.589520830499928e-06,5.187645634878271e-05,up,protein_coding,non-m6A,0,0 m6A
MAP1S,395.6563318167021,0.6949988460509301,0.1570462064052699,4.425441798049114,9.624510419388963e-06,5.204944871361667e-05,up,protein_coding,m6A,5,5+ m6A
ANKK1,13.803030885426605,7.233064455193675,1.634739251359475,4.424598264939528,9.66219166442396e-06,5.223688480697646e-05,up,protein_coding,non-m6A,0,0 m6A
MAP9,341.8676064752865,0.7211065535309183,0.1629920988248273,4.4241810414743705,9.680881393492427e-06,5.232156160260261e-05,up,protein_coding,m6A,6,5+ m6A
STC2,266.71585263431905,0.8082635095030006,0.1827941531831164,4.421714236632678,9.792090773377197e-06,5.290606343452686e-05,up,protein_coding,m6A,3,2-4 m6A
TFAM,1669.7318561411646,0.4202684171335438,0.0950632531826804,4.420934515316088,9.827495535942049e-06,5.306417770797324e-05,up,protein_coding,m6A,7,5+ m6A
CD59A,179.9215040500048,-0.9619799402715866,0.2176477933922602,-4.419892916340477,9.87498217283464e-06,5.330393250320859e-05,down,protein_coding,non-m6A,0,0 m6A
GM10323,39.12595447010618,-2.2353917141465107,0.505767948981393,-4.419797099931989,9.879361446734455e-06,5.331092202477625e-05,down,processed_pseudogene,non-m6A,0,0 m6A
SERPINA3M,29.742588711756326,-6.771109843544461,1.5320249384651703,-4.419712547452372,9.883227445197476e-06,5.331179002258575e-05,down,protein_coding,non-m6A,0,0 m6A
POU5F1,14765.600486849082,-0.3384415718621576,0.0765960775492804,-4.418523541814666,9.937745695295824e-06,5.357579432236215e-05,down,protein_coding,m6A,2,2-4 m6A
RPL14-PS1,437.1213995088859,-0.8506300322542247,0.1925336941010854,-4.418083994210494,9.95797244574259e-06,5.366809970446365e-05,down,processed_pseudogene,non-m6A,0,0 m6A
HNF4A,27.51743736704552,-4.391356540615334,0.9943536509738384,-4.416292469298603,1.0040820885105423e-05,5.4080881326943646e-05,down,protein_coding,non-m6A,0,0 m6A
UBR3,1856.692311064676,0.4389189809475116,0.0993949559747922,4.41590799696945,1.0058686273402538e-05,5.4160228520090176e-05,up,protein_coding,m6A,3,2-4 m6A
DCUN1D3,775.8211026139807,0.5172172314273723,0.117151690032581,4.414936150588429,1.010398080714018e-05,5.437023794228234e-05,up,protein_coding,m6A,8,5+ m6A
PARP8,29.7551507517422,2.8260279426069874,0.6403571858970862,4.4132056371756985,1.0185116966118731e-05,5.47727323093952e-05,up,protein_coding,m6A,1,1 m6A
EVA1B,108.86871138065112,1.2196771877543882,0.2765370490937508,4.410538087939517,1.0311406628455305e-05,5.541739806163604e-05,up,protein_coding,m6A,3,2-4 m6A
GRB14,48.57455653798847,1.941926066826428,0.4403758899871692,4.409701146179933,1.0351337167955922e-05,5.561470674881882e-05,up,protein_coding,non-m6A,0,0 m6A
DSG3,26.05263636088301,-3.288180058345689,0.7458586267693821,-4.408583530887264,1.040488896189939e-05,5.588505308187354e-05,down,protein_coding,non-m6A,0,0 m6A
PALLD,1081.2102776060074,0.4233295829628435,0.0960309005510691,4.408264220512203,1.0420237604851076e-05,5.5950104617038216e-05,up,protein_coding,m6A,3,2-4 m6A
PAK2,2602.4441389965723,0.3194518283477061,0.0724919960203589,4.406718615638477,1.0494838020354744e-05,5.631567225824632e-05,up,protein_coding,m6A,7,5+ m6A
NRAP,9.555264308624832,7.888453031084948,1.7914172479592678,4.403470514795619,1.0653276868243812e-05,5.71303870278393e-05,up,protein_coding,non-m6A,0,0 m6A
DDX39B,3491.266975907589,-0.296188286488072,0.0672909069205604,-4.40160937105119,1.0745088050288807e-05,5.760487030433987e-05,down,protein_coding,m6A,2,2-4 m6A
IRAK1BP1,108.90169909030658,1.2491796557651773,0.2839102667251166,4.399910120103685,1.0829572355564e-05,5.803979181195913e-05,up,protein_coding,m6A,1,1 m6A
NLGN3,23.27562582356707,3.5261311355408456,0.8016188012664777,4.398763015500522,1.088696293246667e-05,5.8329283113686896e-05,up,protein_coding,non-m6A,0,0 m6A
SLC16A6,658.1883542776247,0.5576651350674932,0.1268028671747682,4.397890580020414,1.0930805881182806e-05,5.854603311136151e-05,up,protein_coding,m6A,10,5+ m6A
GM364,104.59743585322408,-1.805082256900842,0.4105948109593652,-4.396261737169112,1.101311251546661e-05,5.895033654918703e-05,down,protein_coding,non-m6A,0,0 m6A
ATF7,554.7634266994932,-0.5716852674095434,0.1300702655013914,-4.395203355707981,1.106691009996264e-05,5.920163236389794e-05,down,protein_coding,non-m6A,0,0 m6A
PLEKHG6,60.685485316151,1.8426479189502725,0.4193574355423224,4.393979366473659,1.112943839166204e-05,5.9510826167097785e-05,up,protein_coding,non-m6A,0,0 m6A
KMT2D,5054.680767790182,0.389321494643724,0.0886042453922884,4.393937253458153,1.1131595753195276e-05,5.9510826167097785e-05,up,protein_coding,m6A,40,5+ m6A
DNAJC15,443.64728570562136,0.6542462199359279,0.1489101351801919,4.39356407234634,1.1150730491546237e-05,5.959468949161568e-05,up,protein_coding,m6A,2,2-4 m6A
NDRG1,429.7169063324835,1.0013990713592722,0.2280036064319556,4.392031718402337,1.122963113626841e-05,5.999781902913855e-05,up,protein_coding,m6A,1,1 m6A
GM14057,39.7202058641218,2.3262608729467718,0.5298019664375946,4.3908120775553625,1.129281087267451e-05,6.031673149669537e-05,up,transcribed_processed_pseudogene,non-m6A,0,0 m6A
CASK,662.6062358057316,0.5647949545738157,0.128691766446039,4.388741954293063,1.1400824726531557e-05,6.085603908998499e-05,up,protein_coding,non-m6A,0,0 m6A
RASGRP2,130.05841035124874,1.2319981030025988,0.2808411526804062,4.386814721575358,1.1502268816365436e-05,6.137857802471758e-05,up,protein_coding,non-m6A,0,0 m6A
KATNBL1,567.745824766285,0.5926024210796479,0.1351237472928859,4.385627492961391,1.156518945139338e-05,6.169528841909974e-05,up,protein_coding,m6A,1,1 m6A
GSTA2,13.85635298961759,7.162085843377918,1.633236858990536,4.385209532807525,1.1587418554804306e-05,6.179479861192152e-05,up,protein_coding,non-m6A,0,0 m6A
RHOBTB2,505.48235835077855,0.6459873684020336,0.1473457150296128,4.38416121074309,1.164335286596502e-05,6.203566921557935e-05,up,protein_coding,m6A,4,2-4 m6A
PLCD1,180.54444613665763,0.9520294982639848,0.217194071052878,4.383312553832116,1.1688822510103748e-05,6.22587390646019e-05,up,protein_coding,m6A,1,1 m6A
HDHD3,30.48961014662418,2.6791858476331103,0.6116088427334783,4.38055446624833,1.1837769707960844e-05,6.301324657603794e-05,up,protein_coding,non-m6A,0,0 m6A
ZFP644,1173.618795149274,0.4520333506277678,0.1032919205603654,4.37627016881337,1.2072736095073344e-05,6.42442027916403e-05,up,protein_coding,non-m6A,0,0 m6A
MKKS,304.4661255982142,0.7833158526386061,0.1790224076914267,4.375518476931526,1.2114417924952676e-05,6.444616787161652e-05,up,protein_coding,m6A,5,5+ m6A
STAR,124.74739105742772,-1.2324907330035195,0.2817342874717164,-4.374656503700319,1.2162383973077612e-05,6.46814291048226e-05,down,protein_coding,non-m6A,0,0 m6A
MAPKAP1,682.7393281841595,0.5387085026584346,0.1231859798314158,4.373131612831876,1.2247683524130537e-05,6.509500677462243e-05,up,protein_coding,m6A,2,2-4 m6A
HELLS,5253.2566432409085,-0.3429670168780053,0.0784404721047637,-4.372322191278305,1.2293192701324384e-05,6.52967248462479e-05,down,protein_coding,non-m6A,0,0 m6A
1700030K09RIK,211.5945672369472,0.9083052829232736,0.2077449131689925,4.372214313543273,1.2299270226699172e-05,6.530893597489048e-05,up,protein_coding,m6A,2,2-4 m6A
CDC7,491.23195958724176,0.5733612223464913,0.1311816409805895,4.370742872711355,1.2382453839966904e-05,6.571026471292231e-05,up,protein_coding,m6A,8,5+ m6A
MNS1,882.7434526427813,-0.5358220563267752,0.1225915264897117,-4.370791943534068,1.2379671131627438e-05,6.571026471292231e-05,down,protein_coding,non-m6A,0,0 m6A
ZNRF1,276.0150645641698,0.782534319597892,0.1790489518537993,4.370504889840755,1.2395957842319592e-05,6.576173583384035e-05,up,protein_coding,m6A,6,5+ m6A
PIGYL,931.3363336629438,0.6242584043862754,0.1428402162956406,4.370326652924056,1.240608084776887e-05,6.579524436110376e-05,up,protein_coding,m6A,8,5+ m6A
UTP25,606.8444176295814,0.614025905182377,0.1405927076547603,4.367409344517212,1.257289548458304e-05,6.665948636672799e-05,up,protein_coding,m6A,6,5+ m6A
ASPA,520.2560530681892,0.5866762092726139,0.1343353301515926,4.367251776658982,1.2581966026799888e-05,6.668712076271367e-05,up,protein_coding,m6A,6,5+ m6A
ZFP444,329.2027566974904,0.699519537892099,0.160218373774531,4.366038185336377,1.2652037104172972e-05,6.703795503020406e-05,up,protein_coding,m6A,2,2-4 m6A
ELAC1,215.01174869463264,0.8573755235479222,0.1964496789272087,4.3643518698017765,1.2750021037746808e-05,6.751573640208817e-05,up,protein_coding,m6A,2,2-4 m6A
NCAPG,1870.7239963551965,-0.4201509721393073,0.0962684484544023,-4.364368377021393,1.2749058380525331e-05,6.751573640208817e-05,down,protein_coding,non-m6A,0,0 m6A
TPST1,479.0529662563728,0.6092671568453425,0.1397437484837845,4.359888463390118,1.3012875430752912e-05,6.884436453784307e-05,up,protein_coding,m6A,7,5+ m6A
OAF,65.51188625995403,1.5045657654545035,0.3452626025953166,4.357743219638559,1.3141042939393896e-05,6.950115855706369e-05,up,protein_coding,m6A,3,2-4 m6A
EGLN1,693.2550301532239,0.5936430232359661,0.1362483770185631,4.357064915019761,1.3181818204308623e-05,6.967417304075544e-05,up,protein_coding,m6A,8,5+ m6A
USH1G,9.70589106307524,7.470959861519948,1.714889468831918,4.356525593809103,1.3214324800594078e-05,6.982463768066893e-05,up,protein_coding,non-m6A,0,0 m6A
TXNDC5,1053.4353784367324,-0.4623704824991769,0.106137200179004,-4.356347083957114,1.322510098935507e-05,6.986022172983283e-05,down,protein_coding,m6A,12,5+ m6A
METTL4,748.0946307766773,0.5339756586462814,0.1226009100489141,4.355397186148461,1.32825850660599e-05,7.01424382162479e-05,up,protein_coding,m6A,4,2-4 m6A
GM45871,161.3209741736001,1.0009305272711104,0.2298393137649498,4.354914356795955,1.3311895292715888e-05,7.025428953871799e-05,up,protein_coding,non-m6A,0,0 m6A
RTKN2,625.1642075627641,0.5962805390435092,0.1369193401710864,4.354976720589157,1.330810602238178e-05,7.025428953871799e-05,up,protein_coding,m6A,4,2-4 m6A
GM43597,30.332914561640276,-2.827762901851225,0.649402327302184,-4.354408327421027,1.3342680095022152e-05,7.039526335847463e-05,down,lncRNA,m6A,3,2-4 m6A
ZBTB21,1060.3681212395436,0.4109431814832173,0.0943885914439689,4.353737832046809,1.3383574975134448e-05,7.058947509008966e-05,up,protein_coding,non-m6A,0,0 m6A
GCDH,825.7585723192158,-0.4800442135131502,0.1103057215283522,-4.351943007686712,1.349363423221648e-05,7.114825322441417e-05,down,protein_coding,m6A,4,2-4 m6A
ACAP1,86.1303403917675,-1.401006978533587,0.3220736456150251,-4.349958457042497,1.3616332535427186e-05,7.177331245572537e-05,down,protein_coding,non-m6A,0,0 m6A
RTN3,1493.557742579192,-0.4114260471218671,0.0945855991794287,-4.349774708741788,1.36277467697038e-05,7.181157779498796e-05,down,protein_coding,m6A,3,2-4 m6A
PDCL3,788.6054833500485,0.4984474046830668,0.114616278687248,4.348836050096983,1.368619771291877e-05,7.207563719381109e-05,up,protein_coding,m6A,2,2-4 m6A
CLIP4,208.08568221497364,-0.9165063694926888,0.2108186787572137,-4.347367960446095,1.377809645006261e-05,7.253750199295831e-05,down,protein_coding,m6A,1,1 m6A
FAM83G,123.02859347314498,1.1488351341100091,0.2643251618814778,4.346295017593299,1.3845631942236484e-05,7.287085946699616e-05,up,protein_coding,non-m6A,0,0 m6A
PARL,1366.337210407124,-0.465977171296038,0.107224471064579,-4.34580993190808,1.3876268794018572e-05,7.300987209613911e-05,down,protein_coding,non-m6A,0,0 m6A
VILL,157.78458809093036,1.1048280700353232,0.2542349530289248,4.3456969896252815,1.3883411232781635e-05,7.302522207772302e-05,up,protein_coding,non-m6A,0,0 m6A
FAM83B,74.8633737477309,1.48262148946699,0.3411831147339546,4.345530084696889,1.3893972674540616e-05,7.305854082955886e-05,up,protein_coding,non-m6A,0,0 m6A
ZFP160,260.457083174578,-0.8329273921499096,0.1916878882977513,-4.345227022669855,1.391316948419914e-05,7.313723277521226e-05,down,protein_coding,m6A,6,5+ m6A
QTRT2,566.1905187207101,0.5342876045542637,0.122963011232303,4.345108331357321,1.3920694620899744e-05,7.315454114552483e-05,up,protein_coding,m6A,4,2-4 m6A
BCLAF1,6868.26751710456,-0.3261976462896264,0.0750962389851019,-4.343728137361706,1.4008485691363405e-05,7.359351571110185e-05,down,protein_coding,m6A,8,5+ m6A
GABPB2,1326.7219420533015,-0.4467876126199208,0.1028624604389529,-4.343543900401657,1.4020244466415023e-05,7.363290955865004e-05,down,protein_coding,m6A,9,5+ m6A
ADM,37.41976804986309,2.948413834028249,0.6791785603926686,4.341146799927868,1.4174098109568992e-05,7.43957217509233e-05,up,protein_coding,m6A,2,2-4 m6A
ARFGAP1,596.4573874951559,-0.5426310915453043,0.1250050313675131,-4.34087400810273,1.4191708468011687e-05,7.44655401217711e-05,down,protein_coding,m6A,12,5+ m6A
RAP1GAP2,188.15398832772016,-0.9779416926109462,0.2253169175869632,-4.34029412031833,1.4229213074934989e-05,7.461702633106078e-05,down,protein_coding,non-m6A,0,0 m6A
1700019A02RIK,41.774954381935714,2.244749232688704,0.5172019658132393,4.340179235705532,1.4236654519435092e-05,7.463340513009285e-05,up,protein_coding,non-m6A,0,0 m6A
TRAPPC9,421.5815880666233,-0.6869927065327968,0.1583185465205402,-4.339306553977655,1.429330220955464e-05,7.490765172527059e-05,down,protein_coding,m6A,1,1 m6A
RALGAPA2,670.6820239145537,0.590080651312936,0.1359969845442066,4.338924523147253,1.4318168262045155e-05,7.501522286789588e-05,up,protein_coding,m6A,4,2-4 m6A
SLC7A8,183.1972848660717,-1.115214009680037,0.2570493652233228,-4.338520769001497,1.4344493104943808e-05,7.513036934116629e-05,down,protein_coding,m6A,1,1 m6A
DNM2,3119.6219187633005,-0.4214869730553259,0.0971598277525372,-4.338078636047387,1.4373373198544152e-05,7.525882531464318e-05,down,protein_coding,m6A,2,2-4 m6A
LRP12,359.08413370205074,0.7118012495499808,0.1640993467819523,4.337623905936626,1.44031339760359e-05,7.539181333791778e-05,up,protein_coding,m6A,15,5+ m6A
NID1,10217.142802071972,0.3645011654231054,0.0840377640133996,4.337349639204898,1.4421112345473878e-05,7.546306563099319e-05,up,protein_coding,m6A,4,2-4 m6A
CAT,2992.1782218014723,-0.3690453034755899,0.0851495220332912,-4.3340854377468245,1.4636732642526355e-05,7.656818613602467e-05,down,protein_coding,m6A,3,2-4 m6A
SAA2,15.649483120862795,3.772732935108877,0.8708219658665971,4.332381454519751,1.4750508902914966e-05,7.711669566787123e-05,up,protein_coding,non-m6A,0,0 m6A
1700125H20RIK,9.226186377863751,7.834839725082396,1.8092519867974013,4.330430355890351,1.4881820890757798e-05,7.777967713210093e-05,up,protein_coding,non-m6A,0,0 m6A
OLIG1,69.53838537042054,1.5889048924784508,0.366993309400955,4.329520053300231,1.4943466312440492e-05,7.807825627092548e-05,up,protein_coding,m6A,3,2-4 m6A
CAMK1G,9.132950634418712,7.823637918026947,1.8080616632532367,4.327085783097635,1.5109512752437649e-05,7.892197594836273e-05,up,protein_coding,non-m6A,0,0 m6A
